"CTC-01","  78","  76","  76","  75","  75","  76","  76","  77","  76","  76","  76","  76","  76","  76","  76","  76","  76","  74","  74","  76","  74","  76","  76","  76","  75","  76","  76","  76","  76","  76","  76","  76","  76","  77","  77","  75","  76","  75","  75","  75","  77","  75","  76","  75","  74","  76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCR-01","  15","  13","  16","  15","  19","  14","  14","  15","  14","  18","  19","  14","  18","  20","  18","  16","  13","  15","  19","  20","  20","  22","  15","  17","  15","  12","  18","  18","  12","  13","  16","  14","  17","  14","  19","  20","  21","  15","  18","   9","  16","  16","  21","  19","  16","  18","  12","  15","  16","  16","  18","  16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCR-02","  78","  35","  27","  34","  46","  63","  62","  53","  62","  61","  48","  44","  64","  57","  71","  54","  55","  37","  59","  45","  65","  52","  65","  49","  70","  65","  77","  48","  63","  65","  66","  64","  59","  59","  64","  68","  54","  56","  66","  62","  75","  60","  63","  56","  59","  30","  46","  59","  62","  56","  48","  78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKP-01","  20","  37","  28","  17","  29","  35","  39","  19","  18","  26","  23","  22","  40","  45","  31","  24","  57","  43","  46","  69","  46","  35","  32","  53","  46","  51","  56","  65","  58","  38","  43","  46","  64","  54","  54","  40","  46","  53","  46","  56","  39","  50","  50","  51","  51","  49","  46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMS-01","   9","   9","   6","   7","   8","  10","  12","  10","   8","  14","   8","  11","   9","   9","   7","   8","  12","  10","   8","   7","   7","   9","   9","   8","   2","  10","   7","   8","  10","  10","  10","   8","   4","  11","  11","  10","   7","   9","  11","  10","  10","   7","   4","   4","  11","   9","   8","   7","   6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMS-02","  22","  27","  22","  23","  26","  28","  25","  25","  24","  28","  31","  24","  22","  24","  27","  29","  26","  25","  26","  27","  25","  28","  24","  26","  42","  23","  25","  24","  26","  25","  27","  25","  26","  26","  26","  24","  23","  27","  61","  51","  28","  28","  22","  28","  27","  28","  26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBL-01","  76","  73","  75","  76","  77","  76","  77","  77","  77","  77","  77","  77","  76","  77","  77","  77","  77","  75","  78","  76","  71","  77","  78","  78","  77","  77","  74","  68","  77","  75","  76","  77","  77","  78","  77","  77","  77","  76","  73","  77","  76","  77","  77","  77","  74","  76","  76","  80","  80","  77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBL-02","  58","  72","  37","  63","  55","  65","  53","  67","  64","  58","  58","  58","  50","  58","  65","  63","  68","  60","  71","  63","  65","  59","  55","  55","  69","  55","  70","  59","  77","  70","  68","  48","  61","  52","  71","  58","  66","  68","  49","  52","  66","  69","  70","  74","  57","  54","  66","  66","  52","  53","  64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBL-03","  76","  76","  75","  78","  77","  75","  75","  72","  76","  76","  77","  77","  74","  73","  76","  76","  76","  77","  77","  78","  79","  76","  76","  77","  77","  78","  76","  77","  76","  77","  76","  77","  77","  77","  77","  79","  77","  76","  76","  75","  78","  78","  77","  76","  76","  75","  77","  78","  77","  78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KCR-01","  77","  78","  76","  76","  78","  76","  77","  77","  78","  77","  77","  77","  76","  76","  77","  77","  77","  77","  77","  76","  78","  77","  78","  76","  78","  77","  78","  77","  75","  78","  77","  76","  76","  78","  77","  77","  76","  78","  77","  76","  77","  77","  77","  78","  77","  77","  77","  77","  77","  77","  77","  78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSC-01","   6","  14","  13","  11","  12","  11","  13","  15","  15","  13","  15","  13","  15","  13","  13","  14","  14","  14","  14","  14","  15","  14","  14","  14","  14","  15","  13","  12","  14","  13","  15","  15","  13","  13","  13","  13","  16","  14","  14","  14","  15","  15","  14","  15","  14","  14","  15","  15","  14","  14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
