"MDJ-01","       726696.40","      -1265838.2","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1265767.0","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1265767.0","      -1265737.2","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1265767.0","      -1265737.2","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1265767.0","      -1265737.2","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1265767.0","      -1265737.2","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1265767.0","      -1265856.5","      -1265826.6","      -1265796.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-02","       726154.51","      -1265908.2","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265975.8","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1266005.6","      -1265975.8","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1266005.6","      -1265975.8","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1266005.6","      -1265975.8","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265796.8","      -1266005.6","      -1265975.8","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265975.8","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","      -1265826.6","      -1265945.9","      -1265916.1","      -1265886.3","      -1265856.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-03","       705031.23","      -1261193.1","      -1261234.1","      -1261204.3","      -1261174.4","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-04","       706738.48","      -1261274.7","      -1261323.6","      -1261293.7","      -1261263.9","      -1261234.1","      -1261353.4","      -1261323.6","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261383.2","      -1261353.4","      -1261323.6","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261383.2","      -1261353.4","      -1261323.6","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261383.2","      -1261353.4","      -1261323.6","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261383.2","      -1261353.4","      -1261323.6","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261353.4","      -1261323.6","      -1261293.7","      -1261263.9","      -1261234.1","      -1261204.3","      -1261323.6","      -1261293.7","      -1261263.9","      -1261234.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-05","       704607.41","      -1261159.8","      -1261174.4","      -1261144.6","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261055.2","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261055.2","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261055.2","      -1261263.9","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261055.2","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","      -1261234.1","      -1261204.3","      -1261174.4","      -1261144.6","      -1261114.8","      -1261085.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-06","       707327.92","      -1258876.2","      -1258908.0","      -1258878.2","      -1258848.3","      -1258937.8","      -1258908.0","      -1258878.2","      -1258848.3","      -1258818.5","      -1258788.7","      -1258967.6","      -1258937.8","      -1258908.0","      -1258878.2","      -1258848.3","      -1258818.5","      -1258788.7","      -1258967.6","      -1258937.8","      -1258908.0","      -1258878.2","      -1258848.3","      -1258818.5","      -1258788.7","      -1258758.9","      -1258967.6","      -1258937.8","      -1258908.0","      -1258878.2","      -1258848.3","      -1258818.5","      -1258788.7","      -1258758.9","      -1258967.6","      -1258937.8","      -1258908.0","      -1258878.2","      -1258848.3","      -1258818.5","      -1258788.7","      -1258967.6","      -1258937.8","      -1258908.0","      -1258878.2","      -1258848.3","      -1258818.5","      -1258788.7","      -1258937.8","      -1258908.0","      -1258878.2","      -1258848.3","      -1258818.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-07","       707784.95","      -1259315.2","      -1259355.3","      -1259325.5","      -1259295.7","      -1259265.9","      -1259385.1","      -1259355.3","      -1259325.5","      -1259295.7","      -1259265.9","      -1259236.0","      -1259415.0","      -1259385.1","      -1259355.3","      -1259325.5","      -1259295.7","      -1259265.9","      -1259236.0","      -1259206.2","      -1259415.0","      -1259385.1","      -1259355.3","      -1259325.5","      -1259295.7","      -1259265.9","      -1259236.0","      -1259206.2","      -1259415.0","      -1259385.1","      -1259355.3","      -1259325.5","      -1259295.7","      -1259265.9","      -1259236.0","      -1259206.2","      -1259415.0","      -1259385.1","      -1259355.3","      -1259325.5","      -1259295.7","      -1259265.9","      -1259236.0","      -1259206.2","      -1259385.1","      -1259355.3","      -1259325.5","      -1259295.7","      -1259265.9","      -1259236.0","      -1259355.3","      -1259325.5","      -1259295.7","      -1259265.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-08","       731940.90","      -1273725.9","      -1273789.1","      -1273759.2","      -1273729.4","      -1273699.6","      -1273669.8","      -1273818.9","      -1273789.1","      -1273759.2","      -1273729.4","      -1273699.6","      -1273669.8","      -1273640.0","      -1273818.9","      -1273789.1","      -1273759.2","      -1273729.4","      -1273699.6","      -1273669.8","      -1273640.0","      -1273818.9","      -1273789.1","      -1273759.2","      -1273729.4","      -1273699.6","      -1273669.8","      -1273640.0","      -1273610.1","      -1273818.9","      -1273789.1","      -1273759.2","      -1273729.4","      -1273699.6","      -1273669.8","      -1273640.0","      -1273610.1","      -1273818.9","      -1273789.1","      -1273759.2","      -1273729.4","      -1273699.6","      -1273669.8","      -1273640.0","      -1273789.1","      -1273759.2","      -1273729.4","      -1273699.6","      -1273669.8","      -1273640.0","      -1273759.2","      -1273729.4","      -1273699.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFI-01","       895814.25","      -2777390.3","      -2777430.4","      -2777400.5","      -2777370.6","      -2777340.8","      -2777460.2","      -2777430.4","      -2777400.5","      -2777370.6","      -2777340.8","      -2777490.1","      -2777460.2","      -2777430.4","      -2777400.5","      -2777370.6","      -2777340.8","      -2777490.1","      -2777460.2","      -2777430.4","      -2777400.5","      -2777370.6","      -2777340.8","      -2777310.9","      -2777490.1","      -2777460.2","      -2777430.4","      -2777400.5","      -2777370.6","      -2777340.8","      -2777310.9","      -2777281.0","      -2777490.1","      -2777460.2","      -2777430.4","      -2777400.5","      -2777370.6","      -2777340.8","      -2777310.9","      -2777460.2","      -2777430.4","      -2777400.5","      -2777370.6","      -2777340.8","      -2777310.9","      -2777430.4","      -2777400.5","      -2777370.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFI-02","       895921.78","      -2777214.7","      -2777251.2","      -2777221.3","      -2777191.5","      -2777281.0","      -2777251.2","      -2777221.3","      -2777191.5","      -2777161.6","      -2777131.7","      -2777310.9","      -2777281.0","      -2777251.2","      -2777221.3","      -2777191.5","      -2777161.6","      -2777131.7","      -2777310.9","      -2777281.0","      -2777251.2","      -2777221.3","      -2777191.5","      -2777161.6","      -2777131.7","      -2777101.9","      -2777310.9","      -2777281.0","      -2777251.2","      -2777221.3","      -2777191.5","      -2777161.6","      -2777131.7","      -2777101.9","      -2777310.9","      -2777281.0","      -2777251.2","      -2777221.3","      -2777191.5","      -2777161.6","      -2777131.7","      -2777101.9","      -2777310.9","      -2777281.0","      -2777251.2","      -2777221.3","      -2777191.5","      -2777161.6","      -2777131.7","      -2777281.0","      -2777251.2","      -2777221.3","      -2777191.5","      -2777161.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
