"MDJ-01","       726696.40","      -1265838.2","       726793.18","       726793.18","       726793.18","       726793.18","       726763.36","       726763.36","       726763.36","       726763.36","       726763.36","       726763.36","       726733.54","       726733.54","       726733.54","       726733.54","       726733.54","       726733.54","       726733.54","       726733.54","       726703.71","       726703.71","       726703.71","       726703.71","       726703.71","       726703.71","       726703.71","       726703.71","       726673.89","       726673.89","       726673.89","       726673.89","       726673.89","       726673.89","       726673.89","       726673.89","       726644.07","       726644.07","       726644.07","       726644.07","       726644.07","       726644.07","       726644.07","       726644.07","       726614.25","       726614.25","       726614.25","       726614.25","       726614.25","       726614.25","       726584.43","       726584.43","       726584.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-02","       726154.51","      -1265908.2","       726256.39","       726256.39","       726256.39","       726256.39","       726226.57","       726226.57","       726226.57","       726226.57","       726226.57","       726226.57","       726196.74","       726196.74","       726196.74","       726196.74","       726196.74","       726196.74","       726196.74","       726196.74","       726166.92","       726166.92","       726166.92","       726166.92","       726166.92","       726166.92","       726166.92","       726166.92","       726137.10","       726137.10","       726137.10","       726137.10","       726137.10","       726137.10","       726137.10","       726137.10","       726107.28","       726107.28","       726107.28","       726107.28","       726107.28","       726107.28","       726107.28","       726077.46","       726077.46","       726077.46","       726077.46","       726077.46","       726077.46","       726047.63","       726047.63","       726047.63","       726047.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-03","       705031.23","      -1261193.1","       705142.55","       705142.55","       705142.55","       705112.73","       705112.73","       705112.73","       705112.73","       705112.73","       705112.73","       705082.90","       705082.90","       705082.90","       705082.90","       705082.90","       705082.90","       705082.90","       705082.90","       705053.08","       705053.08","       705053.08","       705053.08","       705053.08","       705053.08","       705053.08","       705053.08","       705023.26","       705023.26","       705023.26","       705023.26","       705023.26","       705023.26","       705023.26","       705023.26","       704993.44","       704993.44","       704993.44","       704993.44","       704993.44","       704993.44","       704993.44","       704993.44","       704963.62","       704963.62","       704963.62","       704963.62","       704963.62","       704963.62","       704933.80","       704933.80","       704933.80","       704933.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-04","       706738.48","      -1261274.7","       706842.39","       706842.39","       706842.39","       706842.39","       706812.57","       706812.57","       706812.57","       706812.57","       706812.57","       706812.57","       706782.75","       706782.75","       706782.75","       706782.75","       706782.75","       706782.75","       706782.75","       706782.75","       706752.93","       706752.93","       706752.93","       706752.93","       706752.93","       706752.93","       706752.93","       706752.93","       706723.10","       706723.10","       706723.10","       706723.10","       706723.10","       706723.10","       706723.10","       706723.10","       706693.28","       706693.28","       706693.28","       706693.28","       706693.28","       706693.28","       706693.28","       706693.28","       706663.46","       706663.46","       706663.46","       706663.46","       706663.46","       706663.46","       706633.64","       706633.64","       706633.64","       706633.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-05","       704607.41","      -1261159.8","       704725.04","       704725.04","       704695.22","       704695.22","       704695.22","       704695.22","       704695.22","       704695.22","       704665.40","       704665.40","       704665.40","       704665.40","       704665.40","       704665.40","       704665.40","       704665.40","       704635.58","       704635.58","       704635.58","       704635.58","       704635.58","       704635.58","       704635.58","       704635.58","       704605.76","       704605.76","       704605.76","       704605.76","       704605.76","       704605.76","       704605.76","       704605.76","       704575.93","       704575.93","       704575.93","       704575.93","       704575.93","       704575.93","       704575.93","       704575.93","       704546.11","       704546.11","       704546.11","       704546.11","       704546.11","       704546.11","       704516.29","       704516.29","       704516.29","       704516.29","       704516.29","       704516.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-06","       707327.92","      -1258876.2","       707438.83","       707438.83","       707438.83","       707409.01","       707409.01","       707409.01","       707409.01","       707409.01","       707409.01","       707379.18","       707379.18","       707379.18","       707379.18","       707379.18","       707379.18","       707379.18","       707349.36","       707349.36","       707349.36","       707349.36","       707349.36","       707349.36","       707349.36","       707349.36","       707319.54","       707319.54","       707319.54","       707319.54","       707319.54","       707319.54","       707319.54","       707319.54","       707289.72","       707289.72","       707289.72","       707289.72","       707289.72","       707289.72","       707289.72","       707259.90","       707259.90","       707259.90","       707259.90","       707259.90","       707259.90","       707259.90","       707230.07","       707230.07","       707230.07","       707230.07","       707230.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-07","       707784.95","      -1259315.2","       707886.15","       707886.15","       707886.15","       707886.15","       707856.33","       707856.33","       707856.33","       707856.33","       707856.33","       707856.33","       707826.51","       707826.51","       707826.51","       707826.51","       707826.51","       707826.51","       707826.51","       707826.51","       707796.69","       707796.69","       707796.69","       707796.69","       707796.69","       707796.69","       707796.69","       707796.69","       707766.87","       707766.87","       707766.87","       707766.87","       707766.87","       707766.87","       707766.87","       707766.87","       707737.05","       707737.05","       707737.05","       707737.05","       707737.05","       707737.05","       707737.05","       707737.05","       707707.22","       707707.22","       707707.22","       707707.22","       707707.22","       707707.22","       707677.40","       707677.40","       707677.40","       707677.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDJ-08","       731940.90","      -1273725.9","       732041.82","       732041.82","       732041.82","       732041.82","       732041.82","       732012.00","       732012.00","       732012.00","       732012.00","       732012.00","       732012.00","       732012.00","       731982.17","       731982.17","       731982.17","       731982.17","       731982.17","       731982.17","       731982.17","       731952.35","       731952.35","       731952.35","       731952.35","       731952.35","       731952.35","       731952.35","       731952.35","       731922.53","       731922.53","       731922.53","       731922.53","       731922.53","       731922.53","       731922.53","       731922.53","       731892.71","       731892.71","       731892.71","       731892.71","       731892.71","       731892.71","       731892.71","       731862.89","       731862.89","       731862.89","       731862.89","       731862.89","       731862.89","       731833.07","       731833.07","       731833.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFI-01","       895814.25","      -2777390.3","       895912.23","       895912.23","       895912.23","       895912.23","       895882.37","       895882.37","       895882.37","       895882.37","       895882.37","       895852.50","       895852.50","       895852.50","       895852.50","       895852.50","       895852.50","       895822.64","       895822.64","       895822.64","       895822.64","       895822.64","       895822.64","       895822.64","       895792.78","       895792.78","       895792.78","       895792.78","       895792.78","       895792.78","       895792.78","       895792.78","       895762.92","       895762.92","       895762.92","       895762.92","       895762.92","       895762.92","       895762.92","       895733.05","       895733.05","       895733.05","       895733.05","       895733.05","       895733.05","       895703.19","       895703.19","       895703.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFI-02","       895921.78","      -2777214.7","       896031.68","       896031.68","       896031.68","       896001.81","       896001.81","       896001.81","       896001.81","       896001.81","       896001.81","       895971.95","       895971.95","       895971.95","       895971.95","       895971.95","       895971.95","       895971.95","       895942.09","       895942.09","       895942.09","       895942.09","       895942.09","       895942.09","       895942.09","       895942.09","       895912.23","       895912.23","       895912.23","       895912.23","       895912.23","       895912.23","       895912.23","       895912.23","       895882.37","       895882.37","       895882.37","       895882.37","       895882.37","       895882.37","       895882.37","       895882.37","       895852.50","       895852.50","       895852.50","       895852.50","       895852.50","       895852.50","       895852.50","       895822.64","       895822.64","       895822.64","       895822.64","       895822.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
